,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,review
55,7.7,0.62,0.04,3.8,0.084,25.0,45.0,0.9978,3.34,0.53,9.5,5,"Notable for sheer deliciousness, the way you can't stop at one sip but want more. Soft and gentle, with just a touch of crispness and oak tannins, this Pinot's flavors star. Raspberries, cherries, cocoa, red licorice, cola, vanilla all mingle into some fabulously sweet confection that manages to finish thoroughly dry."
56,10.2,0.42,0.57,3.4,0.07,4.0,10.0,0.9971,3.04,0.63,9.6,5,"Here's a basic, Santa Barbara Chardonnay that shows off the region's cool-climate friendliness to the variety. It's dry and crisp and creamy, with pineapple, lime and oak flavors."
57,7.5,0.63,0.12,5.1,0.111,50.0,110.0,0.9983,3.26,0.77,9.4,5,"A tiny percentage of Cabernet Sauvignon and other red grapes add density and structure to this Cannonau Riserva. The wine is also aged in oak for aromas of spice and toast that appear behind the mature fruit. Overall, it is solid and dense with ripe tannins."
58,7.8,0.59,0.18,2.3,0.076,17.0,54.0,0.9975,3.43,0.59,10.0,5,"With the faux leather label and over-the-top carrying case, this Amarone emphasizes its packaging. The wine inside is very appealing, showing bright fruit and cherry notes that are enhanced by sweet tobacco and spice accents. The finish is long and silky."
59,7.3,0.39,0.31,2.4,0.07400000000000001,9.0,46.0,0.9962,3.41,0.54,9.4,6,"A full, yeasty wine, this has gentle acidity, with a touch of smokiness as well as a note of apple It feels full, without the necessary crispness."
60,8.8,0.4,0.4,2.2,0.079,19.0,52.0,0.998,3.44,0.64,9.2,5,"Unlike the candied aromas exhibited by some Beaujolais, this boasts a seriously vinous nose, with cherries and herbs and a hint of smoke or rock dust. To further distinguish it from ordinary Beaujolais, it's fairly full-bodied and shows tea-like tannins on the finish."
61,7.7,0.69,0.49,1.8,0.115,20.0,112.0,0.9968,3.21,0.71,9.3,5,"Has talc and sweet fruit aromas. Round and approachable on the palate, with plum fruit and a tangy oak overlay."
62,7.5,0.52,0.16,1.9,0.085,12.0,35.0,0.9968,3.38,0.62,9.5,7,"This Chardonnay has brisk, crisp acidity and flavors of pineapple, orange and mango. There are dominating notes of buttered toast and sweet butterscotch."
63,7.0,0.735,0.05,2.0,0.081,13.0,54.0,0.9966,3.39,0.57,9.8,5,"Aged only in stainless steel, Usignolo is a no-fuss expression of Nebbiolo that presents direct and friendly aromas of small berry fruit and blue flowers without the aged complexity of Barbaresco or Barolo. This would drink well with pizza or informal pasta dishes."
64,7.2,0.725,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,5,"Made for the first time in this vintage, this young wine is tight and brambly, with tart, peppery berry fruit. Chewy tannins denote its youth, and the finish delivers outstanding depth. If it follows the path of other Ayoub Pinots, this will benefit greatly from further bottle age."
65,7.2,0.725,0.05,4.65,0.086,4.0,11.0,0.9962,3.41,0.39,10.9,5,"A wonderful wine, delicious and satisfying, and another great example of the '07 vintage in Napa. Made of the five classic Bordeaux varieties, it's full-bodied, dry and richly tannic. The flavors are enormously complex, suggesting blackberries, cassis, olive tapenade and cedar, with a long, sweet finish. Already throwing some sediment, it should age well for the next ten years."
66,7.5,0.52,0.11,1.5,0.079,11.0,39.0,0.9968,3.42,0.58,9.6,5,"Dark in color, with brawny aromas of oak, clove and leather. In the mouth, there's a mix of black plum and cherry but also a streak of bell pepper. Finishes round, spicy, properly tannic and dark, with coffee and a light hint of green."
67,6.6,0.705,0.07,1.6,0.076,6.0,15.0,0.9962,3.44,0.58,10.7,5,"The wine shows its 28 months in barrel with dark and smoky flavors infusing it from start to finish. At the core is black cherry and black currant fruit, initially appealing although it seems to fall a bit short once in the mouth. This is a wine on the road to good things, but still with a ways to go."
68,9.3,0.32,0.57,2.0,0.07400000000000001,27.0,65.0,0.9969,3.28,0.79,10.7,5,"Black as they come, with saturated, jammy aromas of sweet berry fruit, blackberry syrup and toasty oak. The palate is lush and chewy, with black fruit, spice and herbal flavors. Toasty and black on the finish. A big wine with plentiful oak as well as purity."
69,8.0,0.705,0.05,1.9,0.07400000000000001,8.0,19.0,0.9962,3.34,0.95,10.5,6,"This semisweet white can come across likable or awful, depending on your mood and the shape of the bottle you're drinking. The sample we tried for this review was in perfect shape, and it showed tropical fruit and pineapple aromas in front of sugary mango and melon flavors."
70,7.7,0.63,0.08,1.9,0.076,15.0,27.0,0.9967,3.32,0.54,9.5,6,"Made with Chardonnay grapes, this is a smooth and creamy Satèn sparkling wine that offers aromas of stone fruit, almond and baked bread. In the mouth, it delivers crispness, structure and persistency."
71,7.7,0.67,0.23,2.1,0.08800000000000001,17.0,96.0,0.9962,3.32,0.48,9.5,5,"Lean, mildly green aromas offer minimal fruit, and there's a salinic, swimming pool set of aromas as well. The palate is fairly thick and solid, with big tannins and flavors of candied fruits and carob that lean toward green. Shows big body and weight, but the nose is only fair while the flavors are herbal."
72,7.7,0.69,0.22,1.9,0.084,18.0,94.0,0.9961,3.31,0.48,9.5,5,"This blend of 42% Grenache, 37% Mourvèdre, 16% Syrah and 5% Petite Sirah offers plum and mulberry aromas, with touches of thyme and sage. The palate delivers a similar range of dried fruit and wild herb flavors, showing dark strawberry and plenty of savory garrigue."
73,8.3,0.675,0.26,2.1,0.084,11.0,43.0,0.9976,3.31,0.53,9.2,4,"Flirts with being too Porty, with superripe currant flavors that are almost raisiny. But it's dry, and the tannins are soft and yielding. Drink now."
74,9.7,0.32,0.54,2.5,0.094,28.0,83.0,0.9984,3.28,0.82,9.6,5,"Basic but in the best possible way. The nose is familiar, clean and inviting due to licorice, sweet black fruit and smoky aromas. Fresh in the mouth, with bright acidity pumping up berry, cassis and herbal flavors. Composed on the finish, with a high level of competence."
75,8.8,0.41,0.64,2.2,0.09300000000000001,9.0,42.0,0.9986,3.54,0.66,10.5,5,"This perfumed Riesling entices with lifted white floral notes against a backdrop of cool, foresty green notes. It's forward and juicy, boasting honeyed yellow peach and apricot flavors. Yet it's also elegantly structured, marked by zesty citrus notes and a cool, mineral finish that lingers endlessly. Drink now–2020."
76,8.8,0.41,0.64,2.2,0.09300000000000001,9.0,42.0,0.9986,3.54,0.66,10.5,5,"In previous years Sierra Vista used its Grenache only as a blender but no more. This bottling shows its rightful place as a standalone, savory and very herbal with meat and baking spices aplenty and all the bright, clean red raspberry and strawberry fruit a subtle Grenache can offer, all at a low alcohol level."
77,6.8,0.785,0.0,2.4,0.10400000000000001,14.0,30.0,0.9966,3.52,0.55,10.7,6,"This is a very, very dry, acidic, tannic wine. It's the opposite of lush. There's something old-fashionedly rustic about it, the kind of wine they drank 50 years ago. But it is firm and clean, with insistent flavors of cherries and coffee, and will pair well with tomato sauce dishes."
78,6.7,0.75,0.12,2.0,0.086,12.0,80.0,0.9958,3.38,0.52,10.1,5,"While a tad pulpy and overripe on the nose, there's a purity to the dark red fruit on the palate of this Virginia Cab Franc that penetrates amidst notes of fresh green leaves and herbs. Full bodied in style with just a hint of green bramble on the finish."
79,8.3,0.625,0.2,1.5,0.08,27.0,119.0,0.9972,3.16,1.12,9.1,4,"An excellent pizza or pasta wine, San Lorenzo delivers soft tones of black cherry and chocolate, backed by crisp acidity and a well structured mouthfeel."
80,6.2,0.45,0.2,1.6,0.069,3.0,15.0,0.9958,3.41,0.56,9.2,5,"A bright, beautifully brisk Sauvignon Blanc, marked with crisp acidity and racy flavors of citrus fruits and gooseberries, accented with sweet oak. It's a creamy, deliciously complex wine, and although it's fully dry, it finishes with a honeyed richness."
81,7.8,0.43,0.7,1.9,0.46399999999999997,22.0,67.0,0.9974,3.13,1.28,9.4,5,"Braised lamb shanks or cotechino sausage with lentils are two pairing possibilities for this dense wine. It has a bright touch of acidity that would clean the palate of those rich foods. The aromas of red cherry and tobacco are present, but won't overwhelm the food."
82,7.4,0.5,0.47,2.0,0.086,21.0,73.0,0.997,3.36,0.57,9.1,5,"Shy aromas of cherries, peppery herbs, char and spiced mocha lead to a light- to medium-bodied palate that feels silky and slick. Bright acidity gives the finish some lift, and it ends on an accent of cherry lozenge."
83,7.3,0.67,0.26,1.8,0.401,16.0,51.0,0.9969,3.16,1.14,9.4,5,"A straightforward sipper with upfront cherry pie and cocoa flavors. Rustic and sweet, this Cab will do in a pinch."
84,6.3,0.3,0.48,1.8,0.069,18.0,61.0,0.9959,3.44,0.78,10.3,6,This 100% varietal wine is lightly aromatic with notes of fig and fresh spun cotton. It's medium bodied in feel with lemony acids but wants a bit more concentration to keep it together.
85,6.9,0.55,0.15,2.2,0.076,19.0,40.0,0.9961,3.41,0.59,10.1,5,"I liked Cobblestone's regular Cab; at nearly half the price, it's better. Like that one, this is very ripe and rich in jammy blackberry, cassis, cherry and milk chocolate flavors, but seems oakier and riper, which intensifies the sweet flavors almost beyond table wine levels."
86,8.6,0.49,0.28,1.9,0.11,20.0,136.0,0.9972,2.93,1.95,9.9,6,"Situated two miles north of the castle of Blaye, this estate has produced an obviously wood-aged, heavily extracted wine. At this stage, this wine is all tannins, smoky acidity and structure. It will always be concentrated with wood, although this will soften."
87,7.7,0.49,0.26,1.9,0.062,9.0,31.0,0.9966,3.39,0.64,9.6,5,"Another huge '99. It is very dark and lavishly oaked, aged in 100% new French barrels. The immediate aroma is of vanilla and toast, while the palate experience is of oak and dry tannins that numb the palate through the finish. There is a core of blackberry fruit that is solid and dense, the result of very low yields. This pricy wine is not drinkable now, unless you're not fussy. If you buy it, plan on aging for at least five years."
88,9.3,0.39,0.44,2.1,0.107,34.0,125.0,0.9978,3.14,1.22,9.5,5,"This is a new brand and a very good introductory Pinot Noir. In its light, silky mouthfeel and deep, complex flavors, it showcases its Russian River origins in a classic way. Offers up brilliantly ripe flavors of red currants, licorice, cola, gingerbread, mocha and spices, wrapped into a dry, balanced structure. Best now for its youthful charm."
89,7.0,0.62,0.08,1.8,0.076,8.0,24.0,0.9978,3.48,0.53,9.0,5,"You can taste the age here in the wine's sophisticated and evolved aromas of butterscotch, caramel, dried fruit and pressed flower petal. In fact, this wine comes from the far away 2000 vintage but has beautifully maintained its fruit characteristics and overall crispness."
90,7.9,0.52,0.26,1.9,0.079,42.0,140.0,0.9964,3.23,0.54,9.5,5,"As always, the Otis vineyard carries defining scents of pepper, sage, earth and stem; the fruit is restrained and also quite herbal. And yet the wine has old vine character, and ages beautifully, more like a Bordeaux than anything from this country. It's a fine bottle to tuck away into the cellar. Right now, the grapey, slightly plummy fruit and dried herbs are not entirely integrated."
91,8.6,0.49,0.28,1.9,0.11,20.0,136.0,0.9972,2.93,1.95,9.9,6,"This is a tightly wound Chardonnay, crisp and steely. It's also oaky. The underlying flavors are of citrus and tropical fruits, buttered toast and vanilla, with a touch of metallic stone. Calls to mind the 2006. Give it a breath of air before serving to soften it, and don't drink it too cold."
92,8.6,0.49,0.29,2.0,0.11,19.0,133.0,0.9972,2.93,1.98,9.8,5,"This wine doesn't seem to know where it's going. Nice tropical fruit and stone aromas lead to more generic white fruit in the mouth, but then picks up some butterscotch notes that don't match with the lean feel and tart finish. Nice in parts, but doesn't add up to an integrated whole. Imported by Vineyard Brands."
93,7.7,0.49,0.26,1.9,0.062,9.0,31.0,0.9966,3.39,0.64,9.6,5,"Consulting winemaker Ben Glaetzer has fashioned a reasonably full-bodied Cab for the Mitolo family, one that combines some superripe, verging on raisined, elements with hints of tobacco and herbs. Mint, cassis and chocolate round out the palate, finishing softly tannic. Drink now–2010."
94,5.0,1.02,0.04,1.4,0.045,41.0,85.0,0.9938,3.75,0.48,10.5,4,"A maturing wine with aromas of burnt leaves, dill, leather and shaded black fruit. It opens up on the palate, revealing cherry, raspberry and plum flavors along with ancillary vanilla. With medium tannins and moderate acidity, the wine shows no ill effects of the broiling 2003 vintage. Drink now."
95,4.7,0.6,0.17,2.3,0.057999999999999996,17.0,106.0,0.9932,3.85,0.6,12.9,6,"Fresh and dry, this drinks easily and invites glass after glass. There are aromas of white flower, stone, peach and pear and the wine is fresh and tonic on the close."
96,6.8,0.775,0.0,3.0,0.102,8.0,23.0,0.9965,3.45,0.56,10.7,5,"Marchesale is one of the best Italian expressions of Syrah available today. Aged two years in oak, the wine is smooth and textured with fine tannins and a long spicy aftertaste. At the core of the wine is a beautiful bouquet of red berry, pepper, smoked meat and cherry cola."
